BusinessEntityID,NationalIDNumber,LoginID,JobTitle,BirthDate,Gender,HireDate,VacationHours,SickLeaveHours,Name1,GroupName,Name2,StartTime,EndTime,StartDate,EndDate,ModifiedDate
153,568596888,adventure-works\hanying0,Production Technician - WC20,16/11/1968,M,17/01/2003,15,27,Production,Manufacturing,Evening,00:00.0,00:00.0,17/01/2003,NULL,00:00.0
154,97728960,adventure-works\raymond0,Production Technician - WC20,02/04/1961,M,24/01/2003,10,25,Production,Manufacturing,Evening,00:00.0,00:00.0,24/01/2003,NULL,00:00.0
155,212801092,adventure-works\fadi0,Production Technician - WC20,19/03/1983,M,05/02/2003,16,28,Production,Manufacturing,Evening,00:00.0,00:00.0,05/02/2003,NULL,00:00.0
156,322160340,adventure-works\lane0,Production Technician - WC20,24/10/1968,M,12/02/2003,11,25,Production,Manufacturing,Evening,00:00.0,00:00.0,12/02/2003,NULL,00:00.0
157,812797414,adventure-works\linda1,Production Technician - WC20,06/11/1971,F,07/03/2003,12,26,Production,Manufacturing,Evening,00:00.0,00:00.0,07/03/2003,NULL,00:00.0
158,300946911,adventure-works\shelley0,Production Technician - WC20,08/01/1981,F,08/04/2003,14,27,Production,Manufacturing,Evening,00:00.0,00:00.0,08/04/2003,NULL,00:00.0
159,404159499,adventure-works\terrence0,Production Technician - WC20,09/01/1979,M,20/03/2003,13,26,Production,Manufacturing,Evening,00:00.0,00:00.0,20/03/2003,NULL,00:00.0
160,712885347,adventure-works\jeff0,Production Supervisor - WC45,16/02/1971,M,22/02/2003,74,57,Production,Manufacturing,Day,00:00.0,00:00.0,22/02/2003,NULL,00:00.0
161,275962311,adventure-works\kirk0,Production Technician - WC45,10/03/1979,M,16/01/2003,74,57,Production,Manufacturing,Day,00:00.0,00:00.0,16/01/2003,NULL,00:00.0
162,514829225,adventure-works\laura0,Production Technician - WC45,26/01/1975,F,04/02/2003,75,57,Production,Manufacturing,Day,00:00.0,00:00.0,04/02/2003,NULL,00:00.0
163,377784364,adventure-works\alex0,Production Technician - WC45,14/05/1984,M,12/03/2003,77,58,Production,Manufacturing,Day,00:00.0,00:00.0,12/03/2003,NULL,00:00.0
164,65848458,adventure-works\andrew1,Production Technician - WC45,26/10/1982,M,07/04/2003,73,56,Production,Manufacturing,Day,00:00.0,00:00.0,07/04/2003,NULL,00:00.0
165,539490372,adventure-works\chris0,Production Technician - WC45,17/01/1983,M,23/02/2003,76,58,Production,Manufacturing,Day,00:00.0,00:00.0,23/02/2003,NULL,00:00.0
166,60114406,adventure-works\jack0,Production Supervisor - WC30,23/07/1977,M,25/03/2003,68,54,Production,Manufacturing,Day,00:00.0,00:00.0,25/03/2003,NULL,00:00.0
167,498138869,adventure-works\david1,Production Technician - WC30,03/12/1973,M,03/01/2003,25,32,Production,Manufacturing,Day,00:00.0,00:00.0,03/01/2003,NULL,00:00.0
168,271438431,adventure-works\garrett0,Production Technician - WC30,26/09/1978,M,08/01/2003,34,37,Production,Manufacturing,Day,00:00.0,00:00.0,08/01/2003,NULL,00:00.0
169,351069889,adventure-works\susan1,Production Technician - WC30,03/05/1977,F,15/01/2003,31,35,Production,Manufacturing,Day,00:00.0,00:00.0,15/01/2003,NULL,00:00.0
170,476115505,adventure-works\george0,Production Technician - WC30,18/05/1971,M,22/01/2003,26,33,Production,Manufacturing,Day,00:00.0,00:00.0,22/01/2003,NULL,00:00.0
171,746373306,adventure-works\david3,Production Technician - WC30,04/09/1975,M,03/02/2003,32,36,Production,Manufacturing,Day,00:00.0,00:00.0,03/02/2003,NULL,00:00.0
172,364818297,adventure-works\marc0,Production Technician - WC30,24/11/1980,M,17/02/2003,22,31,Production,Manufacturing,Day,00:00.0,00:00.0,17/02/2003,NULL,00:00.0
173,87268837,adventure-works\eugene0,Production Technician - WC30,15/08/1981,M,22/02/2003,33,36,Production,Manufacturing,Day,00:00.0,00:00.0,22/02/2003,NULL,00:00.0
174,585408256,adventure-works\benjamin0,Production Technician - WC30,06/02/1980,M,28/02/2003,28,34,Production,Manufacturing,Day,00:00.0,00:00.0,28/02/2003,NULL,00:00.0
175,259388196,adventure-works\reed0,Production Technician - WC30,09/02/1983,M,06/03/2003,23,31,Production,Manufacturing,Day,00:00.0,00:00.0,06/03/2003,NULL,00:00.0
176,860123571,adventure-works\david7,Production Technician - WC30,25/10/1979,M,18/03/2003,29,34,Production,Manufacturing,Day,00:00.0,00:00.0,18/03/2003,NULL,00:00.0
177,551346974,adventure-works\russell1,Production Technician - WC30,14/03/1976,M,25/03/2003,24,32,Production,Manufacturing,Day,00:00.0,00:00.0,25/03/2003,NULL,00:00.0
178,568626529,adventure-works\john3,Production Technician - WC30,24/04/1976,M,04/04/2003,27,33,Production,Manufacturing,Day,00:00.0,00:00.0,04/04/2003,NULL,00:00.0
179,587567941,adventure-works\jan0,Production Technician - WC30,16/12/1968,M,06/04/2003,30,35,Production,Manufacturing,Day,00:00.0,00:00.0,06/04/2003,NULL,00:00.0
180,862951447,adventure-works\katie0,Production Supervisor - WC20,20/12/1978,F,24/03/2003,42,41,Production,Manufacturing,Night,00:00.0,00:00.0,24/03/2003,NULL,00:00.0
181,545337468,adventure-works\michael0,Production Technician - WC20,19/12/1978,M,10/01/2003,20,30,Production,Manufacturing,Night,00:00.0,00:00.0,10/01/2003,NULL,00:00.0
182,368920189,adventure-works\nitin0,Production Technician - WC20,01/01/1981,M,29/01/2003,21,30,Production,Manufacturing,Night,00:00.0,00:00.0,29/01/2003,NULL,00:00.0
183,969985265,adventure-works\barbara0,Production Technician - WC20,02/08/1973,F,23/02/2003,17,28,Production,Manufacturing,Night,00:00.0,00:00.0,23/02/2003,NULL,00:00.0
184,305522471,adventure-works\john2,Production Technician - WC20,06/05/1980,M,13/03/2003,18,29,Production,Manufacturing,Night,00:00.0,00:00.0,13/03/2003,NULL,00:00.0
185,621932914,adventure-works\stefen0,Production Technician - WC20,21/01/1970,M,01/04/2003,19,29,Production,Manufacturing,Night,00:00.0,00:00.0,01/04/2003,NULL,00:00.0
186,551834634,adventure-works\shane0,Production Supervisor - WC45,24/06/1984,M,12/03/2003,75,57,Production,Manufacturing,Evening,00:00.0,00:00.0,12/03/2003,NULL,00:00.0
187,713403643,adventure-works\yvonne0,Production Technician - WC45,17/05/1983,F,10/01/2003,79,59,Production,Manufacturing,Evening,00:00.0,00:00.0,10/01/2003,NULL,00:00.0
188,435234965,adventure-works\douglas0,Production Technician - WC45,26/12/1979,M,28/01/2003,80,60,Production,Manufacturing,Evening,00:00.0,00:00.0,28/01/2003,NULL,00:00.0
189,187369436,adventure-works\janeth0,Production Technician - WC45,25/08/1966,F,16/02/2003,81,60,Production,Manufacturing,Evening,00:00.0,00:00.0,16/02/2003,NULL,00:00.0
190,456839592,adventure-works\robert0,Production Technician - WC45,01/04/1979,M,06/03/2003,82,61,Production,Manufacturing,Evening,00:00.0,00:00.0,06/03/2003,NULL,00:00.0
191,399658727,adventure-works\lionel0,Production Technician - WC45,15/04/1982,M,30/03/2003,78,59,Production,Manufacturing,Evening,00:00.0,00:00.0,30/03/2003,NULL,00:00.0
192,634335025,adventure-works\brenda0,Production Supervisor - WC40,31/03/1977,F,06/04/2003,71,55,Production,Manufacturing,Day,00:00.0,00:00.0,06/04/2003,NULL,00:00.0
193,761597760,adventure-works\alejandro0,Production Technician - WC40,06/01/1983,M,07/01/2003,52,46,Production,Manufacturing,Day,00:00.0,00:00.0,07/01/2003,NULL,00:00.0
194,295971920,adventure-works\fred0,Production Technician - WC40,27/07/1983,M,13/01/2003,47,43,Production,Manufacturing,Day,00:00.0,00:00.0,13/01/2003,NULL,00:00.0
195,918737118,adventure-works\kevin1,Production Technician - WC40,26/01/1980,M,18/01/2003,58,49,Production,Manufacturing,Day,00:00.0,00:00.0,18/01/2003,NULL,00:00.0
196,370487086,adventure-works\shammi0,Production Technician - WC40,05/11/1974,M,25/01/2003,53,46,Production,Manufacturing,Day,00:00.0,00:00.0,25/01/2003,NULL,00:00.0
197,632092621,adventure-works\rajesh0,Production Technician - WC40,05/11/1971,M,01/02/2003,48,44,Production,Manufacturing,Day,00:00.0,00:00.0,01/02/2003,NULL,00:00.0
198,19312190,adventure-works\lorraine0,Production Technician - WC40,28/12/1982,F,05/02/2003,49,44,Production,Manufacturing,Day,00:00.0,00:00.0,05/02/2003,NULL,00:00.0
199,992874797,adventure-works\paula1,Production Technician - WC40,13/03/1981,F,13/02/2003,54,47,Production,Manufacturing,Day,00:00.0,00:00.0,13/02/2003,NULL,00:00.0
200,749211824,adventure-works\frank0,Production Technician - WC40,07/10/1981,M,18/02/2003,56,48,Production,Manufacturing,Day,00:00.0,00:00.0,18/02/2003,NULL,00:00.0
201,746201340,adventure-works\brian0,Production Technician - WC40,14/03/1971,M,02/03/2003,55,47,Production,Manufacturing,Day,00:00.0,00:00.0,02/03/2003,NULL,00:00.0
202,436757988,adventure-works\tawana0,Production Technician - WC40,12/12/1983,M,09/03/2003,50,45,Production,Manufacturing,Day,00:00.0,00:00.0,09/03/2003,NULL,00:00.0
203,693168613,adventure-works\ken1,Production Technician - WC40,29/06/1975,M,28/03/2003,51,45,Production,Manufacturing,Day,00:00.0,00:00.0,28/03/2003,NULL,00:00.0
204,440379437,adventure-works\gabe0,Production Technician - WC40,11/06/1982,M,09/04/2003,57,48,Production,Manufacturing,Day,00:00.0,00:00.0,09/04/2003,NULL,00:00.0
205,332349500,adventure-works\lori0,Production Supervisor - WC45,19/08/1974,F,30/03/2003,76,58,Production,Manufacturing,Night,00:00.0,00:00.0,30/03/2003,NULL,00:00.0
206,835460180,adventure-works\stuart0,Production Technician - WC45,14/10/1956,M,03/01/2003,84,62,Production,Manufacturing,Night,00:00.0,00:00.0,03/01/2003,NULL,00:00.0
207,687685941,adventure-works\greg0,Production Technician - WC45,18/11/1964,M,03/01/2003,85,62,Production,Manufacturing,Night,00:00.0,00:00.0,03/01/2003,NULL,00:00.0
208,199546871,adventure-works\scott0,Production Technician - WC45,13/03/1981,M,09/02/2003,86,63,Production,Manufacturing,Night,00:00.0,00:00.0,09/02/2003,NULL,00:00.0
209,167554340,adventure-works\kathie0,Production Technician - WC45,02/12/1984,F,28/02/2003,87,63,Production,Manufacturing,Night,00:00.0,00:00.0,28/02/2003,NULL,00:00.0
210,20244403,adventure-works\belinda0,Production Technician - WC45,19/10/1963,F,24/03/2003,83,61,Production,Manufacturing,Night,00:00.0,00:00.0,24/03/2003,NULL,00:00.0
211,398223854,adventure-works\hazem0,Quality Assurance Manager,27/11/1971,M,01/04/2003,80,60,Quality Assurance,Quality Assurance,Day,00:00.0,00:00.0,01/04/2003,NULL,00:00.0
212,885055826,adventure-works\peng0,Quality Assurance Supervisor,19/04/1970,M,10/01/2003,81,60,Quality Assurance,Quality Assurance,Day,00:00.0,00:00.0,10/01/2003,NULL,00:00.0
213,343861179,adventure-works\sootha0,Quality Assurance Technician,05/01/1961,M,26/03/2004,85,62,Quality Assurance,Quality Assurance,Night,00:00.0,00:00.0,26/03/2004,NULL,00:00.0
214,131471224,adventure-works\andreas0,Quality Assurance Technician,29/04/1983,M,06/03/2003,84,62,Quality Assurance,Quality Assurance,Evening,00:00.0,00:00.0,06/03/2003,NULL,00:00.0
215,381772114,adventure-works\mark0,Quality Assurance Technician,31/05/1980,M,16/02/2003,83,61,Quality Assurance,Quality Assurance,Day,00:00.0,00:00.0,16/02/2003,NULL,00:00.0
216,403414852,adventure-works\sean0,Quality Assurance Technician,07/04/1970,M,29/01/2003,82,61,Quality Assurance,Quality Assurance,Day,00:00.0,00:00.0,29/01/2003,NULL,00:00.0
217,345106466,adventure-works\zainal0,Document Control Manager,02/03/1970,M,05/02/2003,77,58,Document Control,Quality Assurance,Day,00:00.0,00:00.0,05/02/2003,NULL,00:00.0
218,540688287,adventure-works\tengiz0,Control Specialist,29/05/1984,M,17/01/2003,76,58,Document Control,Quality Assurance,Night,00:00.0,00:00.0,17/01/2003,NULL,00:00.0
219,242381745,adventure-works\sean1,Document Control Assistant,12/04/1981,M,23/02/2003,78,59,Document Control,Quality Assurance,Day,00:00.0,00:00.0,23/02/2003,NULL,00:00.0
220,260770918,adventure-works\karen0,Document Control Assistant,25/01/1970,F,13/03/2003,79,59,Document Control,Quality Assurance,Day,00:00.0,00:00.0,13/03/2003,NULL,00:00.0
221,260805477,adventure-works\chris1,Control Specialist,26/06/1981,M,07/04/2003,75,57,Document Control,Quality Assurance,Evening,00:00.0,00:00.0,07/04/2003,NULL,00:00.0
222,685233686,adventure-works\ascott0,Master Scheduler,19/10/1962,M,13/01/2003,44,42,Production Control,Manufacturing,Day,00:00.0,00:00.0,13/01/2003,NULL,00:00.0
223,981495526,adventure-works\sairaj0,Scheduling Assistant,22/01/1982,M,27/02/2003,46,43,Production Control,Manufacturing,Day,00:00.0,00:00.0,27/02/2003,NULL,00:00.0
224,621209647,adventure-works\william0,Scheduling Assistant,08/12/1975,M,08/02/2003,45,42,Production,Manufacturing,Day,00:00.0,00:00.0,08/02/2003,01/10/2005,00:00.0
224,621209647,adventure-works\william0,Scheduling Assistant,08/12/1975,M,08/02/2003,45,42,Production Control,Manufacturing,Day,00:00.0,00:00.0,02/10/2005,NULL,00:00.0
225,470689086,adventure-works\alan0,Scheduling Assistant,30/04/1978,M,17/03/2003,47,43,Production Control,Manufacturing,Evening,00:00.0,00:00.0,17/03/2003,NULL,00:00.0
226,368691270,adventure-works\brian1,Scheduling Assistant,12/09/1978,M,04/04/2003,48,44,Production Control,Manufacturing,Night,00:00.0,00:00.0,04/04/2003,NULL,00:00.0
227,141165819,adventure-works\gary1,Facilities Manager,21/03/1965,M,03/01/2004,86,63,Facilities and Maintenance,Executive General and Administration,Day,00:00.0,00:00.0,03/01/2004,NULL,00:00.0
228,553069203,adventure-works\christian0,Maintenance Supervisor,18/02/1970,M,15/01/2003,92,66,Facilities and Maintenance,Executive General and Administration,Day,00:00.0,00:00.0,15/01/2003,NULL,00:00.0
229,879334904,adventure-works\lori1,Janitor,31/08/1964,F,19/03/2004,90,65,Facilities and Maintenance,Executive General and Administration,Night,00:00.0,00:00.0,19/03/2004,NULL,00:00.0
230,28414965,adventure-works\stuart1,Janitor,17/01/1966,M,05/04/2004,88,64,Facilities and Maintenance,Executive General and Administration,Evening,00:00.0,00:00.0,05/04/2004,NULL,00:00.0
231,153479919,adventure-works\jo1,Janitor,25/05/1948,F,07/04/2004,91,65,Facilities and Maintenance,Executive General and Administration,Night,00:00.0,00:00.0,07/04/2004,NULL,00:00.0
232,646304055,adventure-works\pat0,Janitor,03/01/1965,M,28/02/2004,89,64,Facilities and Maintenance,Executive General and Administration,Evening,00:00.0,00:00.0,28/02/2004,NULL,00:00.0
233,552560652,adventure-works\magnus0,Facilities Administrative Assistant,27/09/1965,M,22/01/2004,87,63,Facilities and Maintenance,Executive General and Administration,Day,00:00.0,00:00.0,22/01/2004,NULL,00:00.0
234,184188301,adventure-works\laura1,Chief Financial Officer,06/02/1970,F,04/03/2003,0,20,Finance,Executive General and Administration,Day,00:00.0,00:00.0,04/03/2003,15/12/2007,00:00.0
234,184188301,adventure-works\laura1,Chief Financial Officer,06/02/1970,F,04/03/2003,0,20,Executive,Executive General and Administration,Day,00:00.0,00:00.0,16/12/2007,NULL,00:00.0
235,535145551,adventure-works\paula0,Human Resources Manager,14/03/1970,F,07/01/2003,54,47,Human Resources,Executive General and Administration,Day,00:00.0,00:00.0,07/01/2003,NULL,00:00.0
236,476980013,adventure-works\grant0,Human Resources Administrative Assistant,18/05/1970,M,29/03/2003,53,46,Human Resources,Executive General and Administration,Day,00:00.0,00:00.0,29/03/2003,NULL,00:00.0
237,416679555,adventure-works\hao0,Human Resources Administrative Assistant,19/05/1971,M,10/03/2003,52,46,Human Resources,Executive General and Administration,Day,00:00.0,00:00.0,10/03/2003,NULL,00:00.0
238,264306399,adventure-works\vidur0,Recruiter,02/09/1978,M,02/02/2003,50,45,Human Resources,Executive General and Administration,Day,00:00.0,00:00.0,02/02/2003,NULL,00:00.0
239,619308550,adventure-works\mindy0,Benefits Specialist,22/12/1978,F,26/01/2003,51,45,Human Resources,Executive General and Administration,Day,00:00.0,00:00.0,26/01/2003,NULL,00:00.0
240,332040978,adventure-works\willis0,Recruiter,18/08/1972,M,14/01/2003,49,44,Human Resources,Executive General and Administration,Day,00:00.0,00:00.0,14/01/2003,NULL,00:00.0
241,30845,adventure-works\david6,Accounts Manager,08/08/1977,M,03/03/2003,57,48,Finance,Executive General and Administration,Day,00:00.0,00:00.0,03/03/2003,NULL,00:00.0
242,363923697,adventure-works\deborah0,Accounts Receivable Specialist,07/04/1970,F,19/01/2003,60,50,Finance,Executive General and Administration,Day,00:00.0,00:00.0,19/01/2003,NULL,00:00.0
243,60517918,adventure-works\candy0,Accounts Receivable Specialist,26/03/1970,F,07/02/2003,61,50,Finance,Executive General and Administration,Day,00:00.0,00:00.0,07/02/2003,NULL,00:00.0
244,931190412,adventure-works\bryan1,Accounts Receivable Specialist,22/10/1978,M,25/02/2003,62,51,Finance,Executive General and Administration,Day,00:00.0,00:00.0,25/02/2003,NULL,00:00.0
245,363910111,adventure-works\barbara1,Accountant,04/02/1970,F,22/03/2003,58,49,Finance,Executive General and Administration,Day,00:00.0,00:00.0,22/03/2003,NULL,00:00.0
246,663843431,adventure-works\dragan0,Accounts Payable Specialist,18/03/1971,M,15/03/2003,63,51,Finance,Executive General and Administration,Day,00:00.0,00:00.0,15/03/2003,NULL,00:00.0
247,519756660,adventure-works\janet0,Accounts Payable Specialist,09/04/1973,F,02/04/2003,64,52,Finance,Executive General and Administration,Day,00:00.0,00:00.0,02/04/2003,NULL,00:00.0
248,480951955,adventure-works\mike0,Accountant,01/08/1973,M,09/04/2003,59,49,Finance,Executive General and Administration,Day,00:00.0,00:00.0,09/04/2003,NULL,00:00.0
249,121491555,adventure-works\wendy0,Finance Manager,12/11/1978,F,26/01/2003,55,47,Finance,Executive General and Administration,Day,00:00.0,00:00.0,26/01/2003,NULL,00:00.0
250,895209680,adventure-works\sheela0,Purchasing Manager,13/03/1972,F,28/03/2005,49,44,Marketing,Sales and Marketing,Day,00:00.0,00:00.0,28/03/2005,30/08/2005,00:00.0
250,895209680,adventure-works\sheela0,Purchasing Manager,13/03/1972,F,28/03/2005,49,44,Quality Assurance,Quality Assurance,Day,00:00.0,00:00.0,31/08/2005,15/08/2006,00:00.0
250,895209680,adventure-works\sheela0,Purchasing Manager,13/03/1972,F,28/03/2005,49,44,Purchasing,Inventory Management,Day,00:00.0,00:00.0,16/08/2006,NULL,00:00.0
251,603686790,adventure-works\mikael0,Buyer,18/09/1978,M,14/03/2003,59,49,Purchasing,Inventory Management,Day,00:00.0,00:00.0,14/03/2003,NULL,00:00.0
252,792847334,adventure-works\arvind0,Buyer,21/09/1968,M,01/04/2003,60,50,Purchasing,Inventory Management,Day,00:00.0,00:00.0,01/04/2003,NULL,00:00.0
253,407505660,adventure-works\linda2,Buyer,31/12/1964,F,18/01/2004,56,48,Purchasing,Inventory Management,Day,00:00.0,00:00.0,18/01/2004,NULL,00:00.0
254,482810518,adventure-works\fukiko0,Buyer,25/12/1964,M,05/02/2004,57,48,Purchasing,Inventory Management,Day,00:00.0,00:00.0,05/02/2004,NULL,00:00.0
255,466142721,adventure-works\gordon0,Buyer,30/12/1960,M,12/02/2004,52,46,Purchasing,Inventory Management,Day,00:00.0,00:00.0,12/02/2004,NULL,00:00.0
256,367453993,adventure-works\frank2,Buyer,13/06/1946,M,24/02/2004,58,49,Purchasing,Inventory Management,Day,00:00.0,00:00.0,24/02/2004,NULL,00:00.0
257,381073001,adventure-works\eric2,Buyer,19/10/1966,M,28/02/2004,54,47,Purchasing,Inventory Management,Day,00:00.0,00:00.0,28/02/2004,NULL,00:00.0
258,785853949,adventure-works\erin0,Buyer,04/02/1965,F,03/03/2004,53,46,Purchasing,Inventory Management,Day,00:00.0,00:00.0,03/03/2004,NULL,00:00.0
259,20269531,adventure-works\ben0,Buyer,05/07/1967,M,09/04/2004,55,47,Purchasing,Inventory Management,Day,00:00.0,00:00.0,09/04/2004,NULL,00:00.0
260,437296311,adventure-works\annette0,Purchasing Assistant,01/03/1972,F,06/01/2005,50,45,Purchasing,Inventory Management,Day,00:00.0,00:00.0,06/01/2005,NULL,00:00.0
261,280633567,adventure-works\reinout0,Purchasing Assistant,18/02/1972,M,25/01/2005,51,45,Purchasing,Inventory Management,Day,00:00.0,00:00.0,25/01/2005,NULL,00:00.0
262,231203233,adventure-works\david5,Assistant to the Chief Financial Officer,23/07/1958,M,13/02/2003,56,48,Finance,Executive General and Administration,Day,00:00.0,00:00.0,13/02/2003,NULL,00:00.0
263,441044382,adventure-works\jean0,Information Services Manager,13/01/1970,F,12/01/2003,65,52,Information Services,Executive General and Administration,Day,00:00.0,00:00.0,12/01/2003,NULL,00:00.0
264,858323870,adventure-works\stephanie0,Network Manager,26/04/1978,F,08/03/2003,68,54,Information Services,Executive General and Administration,Day,00:00.0,00:00.0,08/03/2003,NULL,00:00.0
265,749389530,adventure-works\ashvini0,Network Administrator,28/04/1971,M,05/01/2003,70,55,Information Services,Executive General and Administration,Evening,00:00.0,00:00.0,05/01/2003,NULL,00:00.0
266,672243793,adventure-works\peter1,Network Administrator,29/06/1974,M,27/03/2003,69,54,Information Services,Executive General and Administration,Day,00:00.0,00:00.0,27/03/2003,NULL,00:00.0
267,58317344,adventure-works\karen1,Application Specialist,19/06/1972,F,20/03/2003,74,57,Information Services,Executive General and Administration,Day,00:00.0,00:00.0,20/03/2003,NULL,00:00.0
268,314747499,adventure-works\ramesh0,Application Specialist,14/04/1982,M,07/03/2003,73,56,Information Services,Executive General and Administration,Day,00:00.0,00:00.0,07/03/2003,NULL,00:00.0
269,671089628,adventure-works\dan0,Application Specialist,28/07/1975,M,12/02/2003,72,56,Information Services,Executive General and Administration,Day,00:00.0,00:00.0,12/02/2003,NULL,00:00.0
270,643805155,adventure-works\françois0,Database Administrator,17/06/1969,M,18/02/2003,67,53,Information Services,Executive General and Administration,Day,00:00.0,00:00.0,18/02/2003,NULL,00:00.0
271,929666391,adventure-works\dan1,Database Administrator,06/02/1970,M,23/02/2003,66,53,Information Services,Executive General and Administration,Day,00:00.0,00:00.0,23/02/2003,NULL,00:00.0
272,525932996,adventure-works\janaina0,Application Specialist,03/03/1979,F,24/01/2003,71,55,Information Services,Executive General and Administration,Day,00:00.0,00:00.0,24/01/2003,NULL,00:00.0
273,112432117,adventure-works\brian3,Vice President of Sales,08/07/1971,M,18/03/2005,10,25,Sales,Sales and Marketing,Day,00:00.0,00:00.0,18/03/2005,NULL,00:00.0
274,502097814,adventure-works\stephen0,North American Sales Manager,17/11/1945,M,04/02/2005,14,27,Sales,Sales and Marketing,Day,00:00.0,00:00.0,04/02/2005,NULL,00:00.0
275,841560125,adventure-works\michael9,Sales Representative,26/01/1963,M,01/07/2005,38,39,Sales,Sales and Marketing,Day,00:00.0,00:00.0,01/07/2005,NULL,00:00.0
276,191644724,adventure-works\linda3,Sales Representative,30/03/1974,F,01/07/2005,27,33,Sales,Sales and Marketing,Day,00:00.0,00:00.0,01/07/2005,NULL,00:00.0
277,615389812,adventure-works\jillian0,Sales Representative,29/09/1956,F,01/07/2005,24,32,Sales,Sales and Marketing,Day,00:00.0,00:00.0,01/07/2005,NULL,00:00.0
278,234474252,adventure-works\garrett1,Sales Representative,07/03/1969,M,01/07/2005,33,36,Sales,Sales and Marketing,Day,00:00.0,00:00.0,01/07/2005,NULL,00:00.0
279,716374314,adventure-works\tsvi0,Sales Representative,19/02/1968,M,01/07/2005,29,34,Sales,Sales and Marketing,Day,00:00.0,00:00.0,01/07/2005,NULL,00:00.0
280,61161660,adventure-works\pamela0,Sales Representative,06/01/1969,F,01/07/2005,22,31,Sales,Sales and Marketing,Day,00:00.0,00:00.0,01/07/2005,NULL,00:00.0
281,139397894,adventure-works\shu0,Sales Representative,10/04/1962,M,01/07/2005,26,33,Sales,Sales and Marketing,Day,00:00.0,00:00.0,01/07/2005,NULL,00:00.0
282,399771412,adventure-works\josé1,Sales Representative,11/01/1958,M,01/07/2005,31,35,Sales,Sales and Marketing,Day,00:00.0,00:00.0,01/07/2005,NULL,00:00.0
283,987554265,adventure-works\david8,Sales Representative,14/03/1968,M,01/07/2005,23,31,Sales,Sales and Marketing,Day,00:00.0,00:00.0,01/07/2005,NULL,00:00.0
284,90836195,adventure-works\tete0,Sales Representative,06/02/1972,M,01/11/2006,39,39,Sales,Sales and Marketing,Day,00:00.0,00:00.0,01/11/2006,NULL,00:00.0
285,481044938,adventure-works\syed0,Pacific Sales Manager,11/02/1969,M,15/04/2007,20,30,Sales,Sales and Marketing,Day,00:00.0,00:00.0,15/04/2007,NULL,00:00.0
286,758596752,adventure-works\lynn0,Sales Representative,18/04/1965,F,01/07/2007,36,38,Sales,Sales and Marketing,Day,00:00.0,00:00.0,01/07/2007,NULL,00:00.0
287,982310417,adventure-works\amy0,European Sales Manager,22/10/1951,F,18/05/2006,21,30,Sales,Sales and Marketing,Day,00:00.0,00:00.0,18/05/2006,NULL,00:00.0
288,954276278,adventure-works\rachel0,Sales Representative,09/08/1969,F,01/07/2007,35,37,Sales,Sales and Marketing,Day,00:00.0,00:00.0,01/07/2007,NULL,00:00.0
289,668991357,adventure-works\jae0,Sales Representative,18/04/1962,F,01/07/2006,37,38,Sales,Sales and Marketing,Day,00:00.0,00:00.0,01/07/2006,NULL,00:00.0
290,134219713,adventure-works\ranjit0,Sales Representative,31/10/1969,M,01/07/2006,34,37,Sales,Sales and Marketing,Day,00:00.0,00:00.0,01/07/2006,NULL,00:00.0
